OG0000022	LdBPK_120014400.1, LdBPK_120015100.1	LbrM.12.2.000750.1-p1, LbrM.12.2.000760.1-p1	LINF_120013500-T1-p1, LINF_120014000-T1-p1, LINF_120014700-T1-p1, LINF_120015000-T1-p1	LmjF.12.0730_mRNA-p1, LmjF.12.0740_mRNA-p1, LmjF.12.0755_mRNA-p1, LmjF.12.0760_mRNA-p1, LmjF.12.0765_mRNA-p1, LmjF.12.0830_mRNA-p1, LmjF.12.0850_mRNA-p1, LmjF.12.0860_mRNA-p1, LmjF.12.0870_mRNA-p1, LmjF.12.0910_mRNA-p1, LmjF.12.0920_mRNA-p1, LmjF.12.0960_mRNA-p1, LmjF.12.0990_mRNA-p1, LmjF.12.1005_mRNA-p1, LmjF.12.1020_mRNA-p1, LmjF.12.1040_mRNA-p1, LmjF.12.1060_mRNA-p1, LmjF.12.1070_mRNA-p1, LmjF.12.1090_mRNA-p1	LmxM.12.1090.1-p1
OG0000023	LdBPK_020006700.1, LdBPK_020006800.1, LdBPK_020006900.1, LdBPK_020007100.1, LdBPK_020007200.1, LdBPK_020007300.1, LdBPK_020007400.1	LbrM.02.2.201430.1-p1, LbrM.02.2.201440.1-p1, LbrM.02.2.201450.1-p1, LbrM.02.2.201460.1-p1, LbrM.02.2.201470.1-p1, LbrM.02.2.201480.1-p1, LbrM.21.2.000010.1-p1	LINF_020006700-T1-p1, LINF_020006800-T1-p1, LINF_020006900-T1-p1, LINF_020007000-T1-p1, LINF_020007100-T1-p1	LmjF.02.0160_mRNA-p1, LmjF.02.0170_mRNA-p1, LmjF.02.0200_mRNA-p1, LmjF.02.0210_mRNA-p1	LmxM.02.0160.1-p1, LmxM.02.0170.1-p1, LmxM.02.0200.1-p1, LmxM.02.0200partial.1-p1
OG0000024	LdBPK_110018100.1, LdBPK_110018200.1, LdBPK_110018500.1, LdBPK_110018600.1, LdBPK_110019000.1, LdBPK_270014900.1, LdBPK_270015000.1	LbrM.11.2.001010.1-p1, LbrM.11.2.203610.1-p1, LbrM.11.2.203650.1-p1, LbrM.27.2.208430.1-p1	LINF_110018150-T1-p1, LINF_110018350-T1-p1, LINF_110018700-T1-p1, LINF_270016000-T1-p1, LINF_270016100-T1-p1	LmjF.11.1220_mRNA-p1, LmjF.11.1250_mRNA-p1, LmjF.11.1290_mRNA-p1, LmjF.27.0970_mRNA-p1, LmjF.27.0980_mRNA-p1	LmxM.11.1220.1-p1, LmxM.11.1220a.1-p1, LmxM.11.1250.1-p1, LmxM.11.1290.1-p1, LmxM.27.0970.1-p1, LmxM.27.0980.1-p1
OG0000025	LdBPK_340023500.1		LINF_340024300-T1-p1, LINF_340024400-T1-p1, LINF_340024500-T1-p1, LINF_340024600-T1-p1, LINF_340024700-T1-p1, LINF_340024800-T1-p1	LmjF.34.1580_mRNA-p1, LmjF.34.1600_mRNA-p1, LmjF.34.1620_mRNA-p1, LmjF.34.1660_mRNA-p1, LmjF.34.1680_mRNA-p1, LmjF.34.1700_mRNA-p1, LmjF.34.1720_mRNA-p1, LmjF.34.1760_mRNA-p1, LmjF.34.1780_mRNA-p1, LmjF.34.1800_mRNA-p1, LmjF.34.1820_mRNA-p1, LmjF.34.1860_mRNA-p1, LmjF.34.1880_mRNA-p1, LmjF.34.1920_mRNA-p1, LmjF.34.1940_mRNA-p1, LmjF.34.1960_mRNA-p1, LmjF.34.1980_mRNA-p1	LmxM.33.1680.1-p1, LmxM.33.1720c.1-p1, LmxM.33.1721.1-p1
OG0000026	LdBPK_040006600.1, LdBPK_040006700.1, LdBPK_040006800.1, LdBPK_040006900.1	LbrM.04.2.000240.1-p1, LbrM.04.2.201610.1-p1, LbrM.04.2.201620.1-p1, LbrM.04.2.201630.1-p1, LbrM.04.2.201640.1-p1, LbrM.04.2.201650.1-p1, LbrM.04.2.201660.1-p1, LbrM.04.2.201670.1-p1, LbrM.04.2.201680.1-p1, LbrM.04.2.201690.1-p1, LbrM.04.2.201700.1-p1, LbrM.04.2.201710.1-p1, LbrM.04.2.201720.1-p1	LINF_040006600-T1-p1, LINF_040006700-T1-p1, LINF_040006800-T1-p1	LmjF.04.0130_mRNA-p1, LmjF.04.0140_mRNA-p1, LmjF.04.0150_mRNA-p1, LmjF.04.0160_mRNA-p1, LmjF.04.0170_mRNA-p1	LmxM.04.0130.1-p1
OG0000027	LdBPK_080011900.1, LdBPK_080012400.1, LdBPK_080012500.1, LdBPK_080012600.1, LdBPK_080012700.1, LdBPK_310009700.1, LdBPK_310009800.1, LdBPK_310010000.1, LdBPK_310010100.1, LdBPK_310010200.1		LINF_080011900-T1-p1, LINF_080012000-T1-p1, LINF_080012400-T1-p1, LINF_310009800-T1-p1	LmjF.08.0670_mRNA-p1, LmjF.08.0680_mRNA-p1, LmjF.08.0690_mRNA-p1, LmjF.08.0700_mRNA-p1, LmjF.08.0710_mRNA-p1, LmjF.08.0720_mRNA-p1, LmjF.08.0730_mRNA-p1, LmjF.08.0740_mRNA-p1, LmjF.08.0750_mRNA-p1, LmjF.08.0760_mRNA-p1, LmjF.08.0770_mRNA-p1, LmjF.31.0450_mRNA-p1	
OG0000028	LdBPK_270009800.1, LdBPK_270009900.1, LdBPK_270010000.1	LbrM.27.2.002140.1-p1, LbrM.27.2.208380.1-p1, LbrM.27.2.208390.1-p1, LbrM.27.2.208400.1-p1, LbrM.27.2.208410.1-p1	LINF_270010000-T1-p1, LINF_270010100-T1-p1, LINF_270010200-T1-p1, LINF_270010300-T1-p1, LINF_270010400-T1-p1, LINF_270010500-T1-p1, LINF_270010600-T1-p1, LINF_270010700-T1-p1, LINF_270010800-T1-p1, LINF_270010900-T1-p1, LINF_270011000-T1-p1, LINF_270011100-T1-p1	LmjF.27.0490_mRNA-p1, LmjF.27.0500_mRNA-p1, LmjF.27.0510_mRNA-p1	LmxM.27.0490.1-p1, LmxM.27.0500.1-p1, LmxM.27.0510.1-p1
OG0000029	LdBPK_090020400.1, LdBPK_190005200.1, LdBPK_190005400.1, LdBPK_190005500.1, LdBPK_190005900.1, LdBPK_190006000.1, LdBPK_190006100.1	LbrM.09.2.001400.1-p1, LbrM.09.2.202960.1-p1, LbrM.19.2.205330.1-p1, LbrM.19.2.205340.1-p1, LbrM.19.2.205350.1-p1, LbrM.19.2.205360.1-p1, LbrM.19.2.205370.1-p1	LINF_090020900-T1-p1, LINF_190005200-T1-p1, LINF_190005300-T1-p1	LmjF.09.1340_mRNA-p1, LmjF.19.0030_mRNA-p1, LmjF.19.0040_mRNA-p1, LmjF.19.0050_mRNA-p1	LmxM.09.1340.1-p1, LmxM.17.1220.1-p1, LmxM.19.0030.1-p1, LmxM.19.0050.1-p1
OG0000030	LdBPK_190019200.1, LdBPK_190019300.1, LdBPK_190019400.1, LdBPK_190019500.1, LdBPK_190019600.1, LdBPK_190019700.1, LdBPK_190019800.1		LINF_190018700-T1-p1, LINF_190018800-T1-p1, LINF_190018900-T1-p1, LINF_190019000-T1-p1, LINF_190019100-T1-p1, LINF_190019200-T1-p1, LINF_190019300-T1-p1, LINF_190019400-T1-p1, LINF_190019500-T1-p1, LINF_190019600-T1-p1	LmjF.19.1000_mRNA-p1, LmjF.19.1320_mRNA-p1, LmjF.19.1330_mRNA-p1, LmjF.19.1340_mRNA-p1, LmjF.19.1345_mRNA-p1	LmxM.19.1320.1-p1, LmxM.19.1345.1-p1, LmxM.19.1345apartial.1-p1
OG0000031	LdBPK_100008900.1, LdBPK_100009000.1, LdBPK_100009100.1, LdBPK_100009200.1, LdBPK_100009300.1	LbrM.10.2.000020.1-p1, LbrM.10.2.203020.1-p1, LbrM.10.2.203030.1-p1, LbrM.10.2.203040.1-p1, LbrM.10.2.203050.1-p1	LINF_100008900-T1-p1, LINF_100009000-T1-p1, LINF_100009100-T1-p1, LINF_100009300-T1-p1, LINF_100009400-T1-p1	LmjF.10.0360_mRNA-p1, LmjF.10.0370_mRNA-p1, LmjF.10.0380_mRNA-p1, LmjF.10.0385_mRNA-p1, LmjF.10.0390_mRNA-p1	LmxM.10.0360.1-p1, LmxM.10.0370.1-p1, LmxM.10.0380.1-p1
OG0000032	LdBPK_290024200.1, LdBPK_290024300.1, LdBPK_290024400.1, LdBPK_290024500.1, LdBPK_290024600.1, LdBPK_290024700.1	LbrM.29.2.209200.1-p1, LbrM.29.2.209210.1-p1, LbrM.31.2.000160.1-p1	LINF_290024200-T1-p1, LINF_290024300-T1-p1, LINF_290024400-T1-p1, LINF_290024600-T1-p1, LINF_290024700-T1-p1, LINF_290024900-T1-p1, LINF_290025000-T1-p1, LINF_290025100-T1-p1	LmjF.29.1750_mRNA-p1, LmjF.29.1760_mRNA-p1, LmjF.29.1770_mRNA-p1	LmxM.08_29.1750.1-p1, LmxM.08_29.1760.1-p1
OG0000033	LdBPK_320038700.1, LdBPK_340035200.1, LdBPK_340035300.1, LdBPK_340035400.1, LdBPK_340035500.1, LdBPK_340035600.1, LdBPK_340035700.1, LdBPK_340035800.1	LbrM.20.2.002480.1-p1, LbrM.20.2.206640.1-p1, LbrM.32.2.210090.1-p1	LINF_320038800-T1-p1, LINF_340035600-T1-p1, LINF_340035700-T1-p1	LmjF.32.3130_mRNA-p1, LmjF.34.2870_mRNA-p1, LmjF.34.2880_mRNA-p1, LmjF.34.2890_mRNA-p1, LmjF.34.2900_mRNA-p1	LmxM.31.3130.1-p1, LmxM.33.2870.1-p1, LmxM.33.2900.1-p1
OG0000034	LdBPK_080012100.1, LdBPK_080012200.1, LdBPK_080012300.1, LdBPK_080012800.1, LdBPK_080012900.1, LdBPK_080013000.1, LdBPK_340034300.1, LdBPK_340034400.1	LbrM.20.2.206580.1-p1, LbrM.20.2.206590.1-p1, LbrM.20.2.206600.1-p1, LbrM.20.2.206610.1-p1, LbrM.20.2.206620.1-p1, LbrM.20.2.206630.1-p1	LINF_080012100-T1-p1, LINF_080012200-T1-p1, LINF_080012300-T1-p1, LINF_340034400-T1-p1, LINF_340034500-T1-p1, LINF_340034600-T1-p1, LINF_340034700-T1-p1		
OG0000035	LdBPK_300031300.1, LdBPK_300031400.1, LdBPK_300031500.1, LdBPK_300032100.1	LbrM.30.2.209330.1-p1, LbrM.30.2.209340.1-p1, LbrM.30.2.209350.1-p1, LbrM.30.2.209360.1-p1	LINF_300030000-T1-p1, LINF_300030100-T1-p1, LINF_300030200-T1-p1, LINF_300030600-T1-p1	LmjF.30.2460_mRNA-p1, LmjF.30.2470_mRNA-p1, LmjF.30.2480_mRNA-p1, LmjF.30.2490_mRNA-p1, LmjF.30.2550_mRNA-p1	LmxM.29.2460.1-p1, LmxM.29.2470.1-p1, LmxM.29.2490.1-p1, LmxM.29.2550.1-p1
OG0000036	LdBPK_320042500.1	LbrM.32.2.003790.1-p1	LINF_320042600-T1-p1	LmjF.32.3500_mRNA-p1, LmjF.32.3502_mRNA-p1, LmjF.32.3504_mRNA-p1, LmjF.32.3506_mRNA-p1, LmjF.32.3508_mRNA-p1, LmjF.32.3510_mRNA-p1, LmjF.32.3512_mRNA-p1, LmjF.32.3515_mRNA-p1, LmjF.32.3520_mRNA-p1, LmjF.32.3530_mRNA-p1, LmjF.32.3535_mRNA-p1, LmjF.32.3538_mRNA-p1, LmjF.32.3540_mRNA-p1, LmjF.32.3542_mRNA-p1, LmjF.32.3544_mRNA-p1, LmjF.32.3546_mRNA-p1, LmjF.32.3548_mRNA-p1	LmxM.31.3500.1-p1
OG0000037	LdBPK_340015500.1, LdBPK_340015600.1, LdBPK_340015700.1, LdBPK_340015800.1, LdBPK_340017400.1	LbrM.20.2.205960.1-p1, LbrM.20.2.205970.1-p1, LbrM.20.2.205980.1-p1, LbrM.20.2.205990.1-p1, LbrM.20.2.206000.1-p1, LbrM.20.2.206010.1-p1	LINF_340015400-T1-p1, LINF_340015500-T1-p1, LINF_340015600-T1-p1, LINF_340015700-T1-p1, LINF_340015800-T1-p1, LINF_340015900-T1-p1, LINF_340017500-T1-p1	LmjF.34.0500_mRNA-p1	LmxM.33.0960.1-p1, LmxM.33.0961.1-p1
OG0000038					LmxM.08.0720.1-p1, LmxM.08.0730.1-p1, LmxM.08.0740.1-p1, LmxM.08.0750.1-p1, LmxM.08.0760.1-p1, LmxM.08.0770.1-p1, LmxM.30.0450.1-p1, LmxM.30.0450a.1-p1, LmxM.30.0450b.1-p1, LmxM.30.0450c.1-p1, LmxM.30.0450d.1-p1, LmxM.30.0450e.1-p1, LmxM.30.0450g.1-p1, LmxM.30.0450h.1-p1, LmxM.30.0450i.1-p1, LmxM.30.0451.1-p1, LmxM.30.0452.1-p1, LmxM.30.0452c.1-p1, LmxM.30.0453.1-p1, LmxM.30.0454.1-p1, LmxM.30.1450partial.1-p1
OG0000039		LbrM.00.2.200000.1-p1, LbrM.00.2.200250.1-p1, LbrM.00.2.200860.1-p1, LbrM.00.2.200890.1-p1, LbrM.00.2.200900.1-p1, LbrM.00.2.200910.1-p1, LbrM.00.2.200920.1-p1, LbrM.00.2.200930.1-p1, LbrM.00.2.200940.1-p1, LbrM.00.2.200950.1-p1, LbrM.00.2.200960.1-p1, LbrM.20.2.206150.1-p1, LbrM.20.2.206160.1-p1, LbrM.20.2.206170.1-p1, LbrM.20.2.206180.1-p1, LbrM.20.2.206190.1-p1, LbrM.20.2.206200.1-p1, LbrM.20.2.206210.1-p1, LbrM.20.2.206220.1-p1, LbrM.20.2.206230.1-p1			
OG0000040	LdBPK_120012600.1, LdBPK_120012700.1, LdBPK_120013200.1, LdBPK_120013500.1, LdBPK_120014700.1, LdBPK_120014800.1		LINF_120012500-T1-p1, LINF_120012800-T1-p1, LINF_120013100-T1-p1, LINF_120013700-T1-p1, LINF_120014400-T1-p1		LmxM.12.0850.1-p1, LmxM.12.0860.1-p1, LmxM.12.0870partial.1-p1, LmxM.12.0890.1-p1, LmxM.12.0891.1-p1, LmxM.12.0910.1-p1, LmxM.12.0980.1-p1, LmxM.12.0990.1-p1
OG0000041	LdBPK_180018000.1, LdBPK_180018100.1, LdBPK_180018200.1	LbrM.18.2.001360.1-p1, LbrM.18.2.205280.1-p1, LbrM.18.2.205290.1-p1	LINF_180018100-T1-p1, LINF_180018200-T1-p1, LINF_180018300-T1-p1	LmjF.18.1260_mRNA-p1, LmjF.18.1265_mRNA-p1, LmjF.18.1270_mRNA-p1, LmjF.18.1275_mRNA-p1, LmjF.18.1280_mRNA-p1, LmjF.18.1285_mRNA-p1, LmjF.18.1290_mRNA-p1, LmjF.18.1300_mRNA-p1	LmxM.18.1290.1-p1, LmxM.18.1300.1-p1
OG0000042	LdBPK_340013500.1, LdBPK_340013600.1, LdBPK_340013700.1, LdBPK_340013800.1	LbrM.20.2.205840.1-p1, LbrM.20.2.205850.1-p1, LbrM.32.2.003330.1-p1	LINF_340013500-T1-p1, LINF_340013600-T1-p1, LINF_340013700-T1-p1, LINF_340013800-T1-p1	LmjF.34.0780_mRNA-p1, LmjF.34.0790_mRNA-p1, LmjF.34.0800_mRNA-p1, LmjF.34.0810_mRNA-p1	LmxM.33.0780.1-p1, LmxM.33.0790.1-p1, LmxM.33.0800.1-p1, LmxM.33.0810.1-p1
OG0000043	LdBPK_150016600.1, LdBPK_150016800.1, LdBPK_150017000.1	LbrM.15.2.001080.1-p1, LbrM.15.2.204550.1-p1, LbrM.15.2.204570.1-p1	LINF_150018600-T1-p1, LINF_150018800-T1-p1, LINF_150019000-T1-p1	LmjF.15.1040_mRNA-p1, LmjF.15.1060_mRNA-p1, LmjF.15.1080_mRNA-p1, LmjF.15.1100_mRNA-p1, LmjF.15.1120_mRNA-p1, LmjF.15.1140_mRNA-p1, LmjF.15.1160_mRNA-p1	LmxM.15.1040.1-p1, LmxM.15.1160.1-p1
OG0000044	LdBPK_310026300.1, LdBPK_310026400.1, LdBPK_310026700.1, LdBPK_310026800.1, LdBPK_310026900.1	LbrM.07.2.001240.1-p1, LbrM.31.2.209610.1-p1, LbrM.31.2.209620.1-p1	LINF_310025250-T1-p1, LINF_310025300-T1-p1, LINF_310025550-T1-p1, LINF_310025600-T1-p1	LmjF.31.1790_mRNA-p1, LmjF.31.1800_mRNA-p1, LmjF.31.1820_mRNA-p1	LmxM.30.1800.1-p1, LmxM.30.1800a.1-p1, LmxM.30.1820.1-p1
OG0000045		LbrM.00.2.200130.1-p1, LbrM.00.2.200160.1-p1, LbrM.00.2.200190.1-p1, LbrM.00.2.200260.1-p1, LbrM.00.2.200290.1-p1, LbrM.00.2.200520.1-p1, LbrM.00.2.200550.1-p1, LbrM.00.2.200570.1-p1, LbrM.00.2.200580.1-p1, LbrM.00.2.200590.1-p1, LbrM.00.2.200610.1-p1, LbrM.00.2.200630.1-p1, LbrM.02.2.201280.1-p1, LbrM.27.2.208620.1-p1	LINF_020012430-T1-p1	LmjF.02.0720_mRNA-p1, LmjF.27.2640_mRNA-p1	LmxM.02.0720.1-p1
OG0000046	LdBPK_070017800.1, LdBPK_210013200.1, LdBPK_240011400.1, LdBPK_260009700.1	LbrM.07.2.001180.1-p1, LbrM.26.2.208210.1-p1	LINF_070017800-T1-p1, LINF_210013200-T1-p1, LINF_240011300-T1-p1, LINF_260009600-T1-p1	LmjF.07.1105_pseudogenic_transcript-p1, LmjF.21.0740_mRNA-p1, LmjF.24.0630_mRNA-p1, LmjF.26.0460_mRNA-p1	LmxM.21.0740.1-p1, LmxM.24.0630.1-p1, LmxM.26.0460.1-p1
OG0000047	LdBPK_310015900.1, LdBPK_310016100.1, LdBPK_310016300.1, LdBPK_310016500.1, LdBPK_310016700.1, LdBPK_310016900.1		LINF_310015000-T1-p1, LINF_310015200-T1-p1, LINF_310015400-T1-p1, LINF_310015600-T1-p1	LmjF.31.0920_mRNA-p1, LmjF.31.0930_mRNA-p1, LmjF.31.0950_mRNA-p1, LmjF.31.0960_mRNA-p1	LmxM.30.0930.1-p1, LmxM.30.0950.1-p1, LmxM.30.0960.1-p1
OG0000048	LdBPK_320046000.1, LdBPK_350019500.1, LdBPK_350019600.1	LbrM.32.2.004140.1-p1, LbrM.32.2.210140.1-p1, LbrM.34.2.210680.1-p1	LINF_320046200-T1-p1, LINF_350019200-T1-p1, LINF_350019300-T1-p1, LINF_350019400-T1-p1, LINF_350019500-T1-p1	LmjF.32.3900_mRNA-p1, LmjF.35.1430_mRNA-p1, LmjF.35.1440_mRNA-p1	LmxM.31.3900.1-p1, LmxM.34.1430.1-p1, LmxM.34.1440.1-p1
OG0000049	LdBPK_350023800.1, LdBPK_350023900.1, LdBPK_350024000.1, LdBPK_350024100.1, LdBPK_350024200.1	LbrM.34.2.001800.1-p1, LbrM.34.2.210700.1-p1, LbrM.34.2.210710.1-p1	LINF_350023700-T1-p1, LINF_350023800-T1-p1, LINF_350023900-T1-p1	LmjF.35.1880_mRNA-p1, LmjF.35.1890_mRNA-p1, LmjF.35.1900_mRNA-p1	LmxM.34.1880.1-p1, LmxM.34.1890.1-p1, LmxM.34.1900.1-p1
OG0000050	LdBPK_120012400.1, LdBPK_120012800.1, LdBPK_120013100.1, LdBPK_120013600.1, LdBPK_120014200.1, LdBPK_120014500.1, LdBPK_120014900.1	LbrM.12.2.000960.1-p1	LINF_120013800-T1-p1, LINF_120014100-T1-p1, LINF_120014500-T1-p1	LmjF.12.0880_mRNA-p1, LmjF.12.0885_mRNA-p1, LmjF.12.0905_mRNA-p1, LmjF.12.0995_mRNA-p1, LmjF.12.1015_mRNA-p1	
OG0000051	LdBPK_140017300.1, LdBPK_140017400.1, LdBPK_140017500.1	LbrM.14.2.204350.1-p1, LbrM.14.2.204360.1-p1, LbrM.14.2.204370.1-p1	LINF_140017300-T1-p1, LINF_140017400-T1-p1, LINF_140017500-T1-p1	LmjF.14.1100_mRNA-p1, LmjF.14.1110_mRNA-p1, LmjF.14.1120_mRNA-p1	LmxM.14.1100.1-p1, LmxM.14.1100partial.1-p1, LmxM.14.1110.1-p1, LmxM.14.1120.1-p1
OG0000052	LdBPK_160020100.1, LdBPK_160020200.1, LdBPK_160020300.1	LbrM.16.2.001480.1-p1, LbrM.16.2.204700.1-p1, LbrM.16.2.204710.1-p1, LbrM.16.2.204720.1-p1, LbrM.16.2.204730.1-p1	LINF_160020200-T1-p1, LINF_160020300-T1-p1, LINF_160020400-T1-p1	LmjF.16.1425_mRNA-p1, LmjF.16.1427_mRNA-p1, LmjF.16.1430_mRNA-p1	LmxM.16.1425partial.1-p1, LmxM.16.1430.1-p1
OG0000053	LdBPK_350010100.1, LdBPK_350010200.1, LdBPK_350010400.1, LdBPK_350010600.1	LbrM.34.2.000550.1-p1, LbrM.34.2.210550.1-p1, LbrM.34.2.210560.1-p1	LINF_350010100-T1-p1, LINF_350010200-T1-p1	LmjF.35.0500_mRNA-p1, LmjF.35.0520_mRNA-p1, LmjF.35.0550_mRNA-p1	LmxM.34.0500.1-p1, LmxM.34.0500a.1-p1, LmxM.34.0540.1-p1, LmxM.34.0550.1-p1
OG0000054	LdBPK_350016400.1, LdBPK_350016500.1, LdBPK_350016700.1	LbrM.27.2.000430.1-p1, LbrM.34.2.001050.1-p1, LbrM.34.2.210600.1-p1	LINF_350016000-T1-p1, LINF_350016100-T1-p1, LINF_350016200-T1-p1, LINF_350016400-T1-p1	LmjF.35.1130_mRNA-p1, LmjF.35.1140_mRNA-p1, LmjF.35.1160_mRNA-p1	LmxM.34.1130.1-p1, LmxM.34.1150.1-p1, LmxM.34.1160.1-p1
OG0000055	LdBPK_360006800.1, LdBPK_360006900.1, LdBPK_360007000.1, LdBPK_360007100.1, LdBPK_360007200.1	LbrM.35.2.211130.1-p1, LbrM.35.2.211140.1-p1, LbrM.35.2.211150.1-p1, LbrM.35.2.211160.1-p1	LINF_360006800-T1-p1, LINF_360006900-T1-p1, LINF_360007000-T1-p1, LINF_360007100-T1-p1	LmjF.36.0180_mRNA-p1, LmjF.36.0190_mRNA-p1	LmxM.36.0180.1-p1
OG0000056		LbrM.01.2.201220.1-p1, LbrM.03.2.201570.1-p1, LbrM.04.2.201750.1-p1, LbrM.05.2.201880.1-p1, LbrM.08.2.202520.1-p1, LbrM.10.2.203400.1-p1, LbrM.13.2.203980.1-p1, LbrM.14.2.204410.1-p1, LbrM.19.2.205680.1-p1, LbrM.20.2.206880.1-p1, LbrM.22.2.207520.1-p1, LbrM.23.2.207710.1-p1, LbrM.26.2.208290.1-p1, LbrM.27.2.208520.1-p1, LbrM.31.2.209790.1-p1, LbrM.35.2.211390.1-p1			
OG0000057		LbrM.00.2.200700.1-p1, LbrM.00.2.200760.1-p1, LbrM.00.2.200770.1-p1, LbrM.00.2.200780.1-p1, LbrM.00.2.200790.1-p1, LbrM.00.2.200800.1-p1, LbrM.10.2.001520.1-p1, LbrM.20.2.206380.1-p1, LbrM.20.2.206390.1-p1, LbrM.20.2.206400.1-p1, LbrM.20.2.206410.1-p1, LbrM.20.2.206420.1-p1, LbrM.20.2.206430.1-p1, LbrM.20.2.206440.1-p1, LbrM.20.2.206450.1-p1, LbrM.20.2.206460.1-p1			
OG0000058	LdBPK_220014000.1, LdBPK_240009300.1, LdBPK_240009400.1	LbrM.22.2.207470.1-p1, LbrM.24.2.000480.1-p1, LbrM.24.2.207840.1-p1	LINF_220014600-T1-p1, LINF_240009200-T1-p1, LINF_240009300-T1-p1	LmjF.22.0860_mRNA-p1, LmjF.24.0440_mRNA-p1, LmjF.24.0450_mRNA-p1	LmxM.22.0860.1-p1, LmxM.24.0440.1-p1, LmxM.24.0450.1-p1
OG0000059	LdBPK_290016400.1, LdBPK_290016500.1, LdBPK_290016600.1, LdBPK_290016700.1	LbrM.29.2.001180.1-p1, LbrM.29.2.209090.1-p1, LbrM.29.2.209100.1-p1	LINF_290016600-T1-p1, LINF_290016700-T1-p1, LINF_290016800-T1-p1	LmjF.29.1070_mRNA-p1, LmjF.29.1080_mRNA-p1, LmjF.29.1090_mRNA-p1	LmxM.08_29.1070.1-p1, LmxM.08_29.1090.1-p1
OG0000060	LdBPK_320043600.1, LdBPK_320043700.1	LbrM.32.2.003910.1-p1, LbrM.32.2.210100.1-p1, LbrM.32.2.210110.1-p1, LbrM.32.2.210120.1-p1, LbrM.32.2.210130.1-p1	LINF_320043700-T1-p1, LINF_320043800-T1-p1, LINF_320043900-T1-p1	LmjF.32.3650_mRNA-p1, LmjF.32.3660_mRNA-p1, LmjF.32.3670_mRNA-p1	LmxM.31.3650.1-p1, LmxM.32.3670.1-p1
OG0000061			LINF_340023000-T1-p1, LINF_340023100-T1-p1, LINF_340023200-T1-p1		LmxM.33.1560a.1-p1, LmxM.33.1580.1-p1, LmxM.33.1720.1-p1, LmxM.33.1720a.1-p1, LmxM.33.1720b.1-p1, LmxM.33.1725.1-p1, LmxM.33.1740.1-p1, LmxM.33.1820.1-p1, LmxM.33.1900.1-p1, LmxM.33.1900a.1-p1, LmxM.33.1980.1-p1, LmxM.36.1270.1-p1
OG0000062	LdBPK_040005100.1, LdBPK_100005100.1, LdBPK_100021200.1	LbrM.04.2.201600.1-p1, LbrM.10.2.202980.1-p1, LbrM.10.2.203580.1-p1	LINF_040005100-T1-p1, LINF_100005100-T1-p1, LINF_100021100-T1-p1	LmjF.04.0020_mRNA-p1, LmjF.10.0020_mRNA-p1, LmjF.10.1310_mRNA-p1	LmxM.04.0020.1-p1, LmxM.10.1310.1-p1
OG0000063	LdBPK_050010000.1, LdBPK_050010100.1, LdBPK_050010200.1	LbrM.05.2.000520.1-p1, LbrM.05.2.201840.1-p1, LbrM.05.2.201850.1-p1	LINF_050010000-T1-p1, LINF_050010100-T1-p1, LINF_050010200-T1-p1	LmjF.05.0500_mRNA-p1, LmjF.05.0510_mRNA-p1	LmxM.05.0500.1-p1, LmxM.05.0510.1-p1, LmxM.05.0510b.1-p1
OG0000064	LdBPK_070014400.1, LdBPK_070014500.1, LdBPK_070014600.1	LbrM.07.2.000910.1-p1, LbrM.07.2.202260.1-p1	LINF_070014400-T1-p1, LINF_070014500-T1-p1, LINF_070014600-T1-p1	LmjF.07.0820_mRNA-p1, LmjF.07.0830_mRNA-p1, LmjF.07.0840_mRNA-p1	LmxM.07.0830.1-p1, LmxM.07.0831.1-p1, LmxM.07.0840.1-p1
OG0000065	LdBPK_190015600.1, LdBPK_190015700.1, LdBPK_190015800.1	LbrM.19.2.205600.1-p1, LbrM.19.2.205610.1-p1	LINF_190015100-T1-p1, LINF_190015200-T1-p1, LINF_190015300-T1-p1	LmjF.19.0985_mRNA-p1, LmjF.19.0995_mRNA-p1, LmjF.19.1005_mRNA-p1	LmxM.19.0985.1-p1, LmxM.19.0995.1-p1, LmxM.19.1005.1-p1
OG0000066	LdBPK_270011600.1, LdBPK_310008600.1, LdBPK_310008700.1	LbrM.31.2.002040.1-p1, LbrM.31.2.002060.1-p1	LINF_270012700-T1-p1, LINF_310008600-T1-p1, LINF_310008700-T1-p1	LmjF.27.0670_mRNA-p1, LmjF.31.0330_mRNA-p1, LmjF.31.0340_mRNA-p1	LmxM.27.0670.1-p1, LmxM.30.0330.1-p1, LmxM.30.0340.1-p1
OG0000067	LdBPK_340022800.1, LdBPK_340023200.1			LmjF.34.1560_mRNA-p1, LmjF.34.1640_mRNA-p1, LmjF.34.1740_mRNA-p1, LmjF.34.1900_mRNA-p1, LmjF.36.1270_mRNA-p1	LmxM.33.1560.1-p1, LmxM.33.1920.1-p1, LmxM.33.1920a.1-p1, LmxM.33.1920b.1-p1, LmxM.33.1920c.1-p1, LmxM.33.1920d.1-p1, LmxM.33.1920e.1-p1
